,index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
9083,9083,M,Y,N,A,259500.0,Commercial associate,Higher education,Married,House / apartment,47,6102.0,B,N,Y,N,D,B,49.0,2.0
9084,9084,F,N,Y,A,247500.0,Working,Secondary / secondary special,Separated,House / apartment,53,3322.0,C,Y,Y,N,B,A,17.0,0.0
9085,9085,F,N,Y,A,157500.0,Working,Secondary / secondary special,Married,House / apartment,50,3630.0,A,N,N,N,B,B,27.0,2.0
9086,9086,F,Y,Y,A,270000.0,State servant,Higher education,Married,House / apartment,60,3505.0,A,N,N,N,B,B,20.0,2.0
9087,9087,F,N,Y,A,112500.0,State servant,Secondary / secondary special,Married,House / apartment,58,808.0,A,N,N,N,C,B,45.0,2.0
9088,9088,F,N,Y,A,202500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,60,0.0,A,N,N,N,A,B,16.0,0.0
9089,9089,F,N,Y,A,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,66,0.0,B,N,Y,N,A,A,17.0,2.0
9090,9090,F,Y,Y,B,67500.0,Working,Secondary / secondary special,Married,House / apartment,35,931.0,C,N,Y,Y,B,C,13.0,2.0
9091,9091,F,N,Y,B,180000.0,Working,Higher education,Civil marriage,House / apartment,37,1882.0,A,N,N,N,B,C,40.0,1.0
9092,9092,F,N,Y,A,139500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,56,5707.0,B,N,Y,N,A,B,31.0,2.0
9093,9093,M,N,Y,B,270000.0,Working,Secondary / secondary special,Married,House / apartment,37,412.0,A,N,N,N,A,C,2.0,1.0
9094,9094,M,N,N,C,225000.0,Working,Higher education,Civil marriage,House / apartment,45,3088.0,B,Y,N,N,B,D,37.0,2.0
9095,9095,M,N,Y,A,46948.5,Pensioner,Secondary / secondary special,Single / not married,House / apartment,57,0.0,A,N,N,N,A,A,3.0,1.0
9096,9096,F,N,Y,A,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,41,3339.0,A,N,N,N,A,A,20.0,2.0
9098,9098,M,N,Y,A,85500.0,State servant,Secondary / secondary special,Separated,Co-op apartment,45,3505.0,C,Y,Y,N,B,A,49.0,2.0
9099,9099,F,N,N,A,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57,0.0,A,N,N,N,A,B,19.0,2.0
9100,9100,M,Y,N,B,225000.0,Working,Secondary / secondary special,Married,House / apartment,33,2600.0,C,Y,Y,N,D,C,39.0,2.0
9101,9101,F,N,Y,A,135000.0,State servant,Higher education,Single / not married,House / apartment,23,246.0,C,Y,Y,N,C,A,11.0,2.0
9102,9102,M,Y,Y,A,180000.0,Working,Secondary / secondary special,Married,House / apartment,36,809.0,A,N,N,N,B,B,54.0,2.0
9103,9103,M,Y,Y,A,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,30,194.0,A,N,N,N,A,A,22.0,2.0
9104,9104,M,N,Y,B,112500.0,Working,Higher education,Married,House / apartment,37,5460.0,C,Y,Y,N,A,C,5.0,2.0
9105,9105,M,N,Y,C,259500.0,State servant,Secondary / secondary special,Married,House / apartment,38,6886.0,B,N,Y,N,B,D,4.0,1.0
9106,9106,F,N,N,A,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,44,370.0,B,Y,N,N,B,A,46.0,2.0
9107,9107,M,N,Y,B,259500.0,Working,Secondary / secondary special,Married,House / apartment,35,460.0,A,N,N,N,A,C,38.0,0.0
9108,9108,M,Y,Y,A,135000.0,Working,Secondary / secondary special,Single / not married,With parents,28,3072.0,C,Y,Y,N,B,A,60.0,1.0
9109,9109,F,N,Y,A,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,64,0.0,B,N,Y,N,A,B,51.0,2.0
9110,9110,M,Y,N,A,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32,3703.0,C,Y,N,Y,B,A,42.0,2.0
9111,9111,M,Y,Y,A,225000.0,Working,Secondary / secondary special,Married,House / apartment,30,2236.0,A,N,N,N,B,B,35.0,1.0
9112,9112,F,N,Y,A,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,62,1812.0,A,N,N,N,D,B,50.0,2.0
9113,9113,F,N,N,A,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,27,2339.0,B,N,Y,N,A,B,21.0,2.0
9114,9114,F,N,Y,A,247500.0,Commercial associate,Higher education,Married,House / apartment,32,2980.0,A,N,N,N,B,B,37.0,2.0
9115,9115,F,N,Y,B,180000.0,Working,Secondary / secondary special,Married,House / apartment,45,628.0,B,N,Y,N,B,C,31.0,2.0
9117,9117,F,N,N,A,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0.0,C,N,Y,Y,A,B,6.0,2.0
9118,9118,F,Y,Y,A,112500.0,Working,Higher education,Married,House / apartment,27,505.0,C,Y,Y,N,B,B,24.0,2.0
9119,9119,F,N,Y,A,157500.0,Working,Secondary / secondary special,Separated,House / apartment,50,1534.0,A,N,N,N,B,A,28.0,1.0
9120,9120,F,N,Y,A,180000.0,Working,Secondary / secondary special,Married,House / apartment,48,5622.0,B,N,Y,N,B,B,52.0,2.0
9121,9121,F,N,N,B,180000.0,State servant,Higher education,Married,House / apartment,38,2500.0,D,Y,Y,Y,B,C,27.0,2.0
9122,9122,F,Y,Y,A,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51,1332.0,A,N,N,N,B,B,14.0,2.0
9123,9123,M,Y,Y,A,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49,1539.0,A,N,N,N,B,B,19.0,2.0
9124,9124,M,Y,N,A,225000.0,Working,Secondary / secondary special,Married,House / apartment,27,551.0,A,N,N,N,B,B,4.0,2.0
9125,9125,F,Y,Y,A,315000.0,State servant,Higher education,Married,House / apartment,53,1081.0,B,N,N,Y,B,B,18.0,2.0
9126,9126,M,Y,Y,C,180000.0,Working,Higher education,Married,House / apartment,36,2477.0,A,N,N,N,D,D,3.0,1.0
9127,9127,M,N,Y,C,225000.0,State servant,Higher education,Married,House / apartment,35,4584.0,A,N,N,N,A,D,29.0,1.0
9128,9128,M,N,Y,B,180000.0,Working,Higher education,Married,With parents,42,1654.0,A,N,N,N,C,C,35.0,2.0
9130,9130,F,N,Y,A,76500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,55,0.0,A,N,N,N,A,B,2.0,1.0
9131,9131,F,N,Y,A,202500.0,Working,Higher education,Married,House / apartment,29,1495.0,A,N,N,N,A,B,6.0,2.0
9132,9132,M,N,Y,A,225000.0,Working,Lower secondary,Married,Municipal apartment,28,811.0,C,Y,Y,N,A,B,26.0,2.0
9133,9133,M,Y,Y,B,202500.0,Working,Secondary / secondary special,Married,House / apartment,52,398.0,C,Y,Y,N,B,C,30.0,0.0
9134,9134,F,N,Y,A,207000.0,Working,Secondary / secondary special,Married,House / apartment,56,407.0,B,N,Y,N,A,B,54.0,2.0
9135,9135,M,Y,N,A,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32,3703.0,C,Y,N,Y,B,A,47.0,2.0
9136,9136,F,N,Y,B,216000.0,Working,Higher education,Single / not married,House / apartment,28,1782.0,B,N,Y,N,B,B,7.0,1.0
9137,9137,F,N,Y,A,130500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,61,0.0,B,N,Y,N,A,A,28.0,2.0
9138,9138,F,N,N,A,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,30,126.0,C,Y,Y,N,B,A,9.0,2.0
9139,9139,F,Y,Y,D,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,26,1356.0,B,Y,N,N,C,D,2.0,1.0
9140,9140,M,Y,Y,A,360000.0,Commercial associate,Higher education,Married,House / apartment,47,2113.0,A,N,N,N,B,B,34.0,2.0
9141,9141,F,N,N,B,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,47,4842.0,A,N,N,N,B,B,13.0,2.0
9142,9142,F,N,Y,A,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,65,0.0,A,N,N,N,A,B,17.0,2.0
9144,9144,F,N,Y,B,99000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,31,4034.0,B,Y,N,N,B,C,15.0,0.0
9145,9145,M,Y,Y,A,112500.0,Working,Secondary / secondary special,Married,House / apartment,44,3505.0,A,N,N,N,A,B,44.0,1.0
9146,9146,M,Y,Y,B,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40,1711.0,A,N,N,N,B,B,14.0,2.0
9147,9147,F,Y,Y,C,202500.0,Working,Secondary / secondary special,Married,House / apartment,36,1222.0,A,N,N,N,C,D,9.0,2.0
9148,9148,M,N,N,A,270000.0,Working,Incomplete higher,Separated,Rented apartment,49,531.0,B,Y,N,N,D,A,7.0,2.0
9149,9149,M,Y,Y,B,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30,1077.0,A,N,N,N,D,C,13.0,2.0
9150,9150,M,N,Y,B,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36,2728.0,A,N,N,N,A,C,3.0,1.0
9151,9151,F,N,Y,A,270000.0,Working,Higher education,Single / not married,House / apartment,45,377.0,A,N,N,N,B,A,2.0,1.0
9152,9152,M,N,N,A,135000.0,Working,Incomplete higher,Single / not married,House / apartment,26,793.0,A,N,N,N,B,A,52.0,2.0
9153,9153,M,Y,Y,A,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,A,N,N,N,A,B,16.0,2.0
9154,9154,F,N,N,C,202500.0,Working,Secondary / secondary special,Married,House / apartment,36,2720.0,A,N,N,N,B,D,21.0,2.0
9155,9155,F,N,Y,A,126000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,60,0.0,A,N,N,N,A,B,23.0,2.0
9156,9156,F,N,Y,A,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0.0,A,N,N,N,A,B,32.0,2.0
9157,9157,F,Y,N,A,225000.0,Working,Secondary / secondary special,Widow,House / apartment,34,613.0,B,Y,N,N,B,A,11.0,1.0
9158,9158,F,N,N,B,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,41,3505.0,A,N,N,N,B,B,31.0,2.0
9159,9159,F,N,N,B,90000.0,Working,Secondary / secondary special,Married,With parents,27,976.0,A,N,N,N,A,C,11.0,1.0
9160,9160,F,Y,N,A,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,38,2988.0,B,N,Y,N,B,A,43.0,2.0
9161,9161,M,Y,N,A,360000.0,State servant,Higher education,Married,House / apartment,27,1923.0,A,N,N,N,A,B,24.0,2.0
9162,9162,F,N,Y,B,225000.0,Working,Secondary / secondary special,Married,With parents,27,170.0,A,N,N,N,C,C,6.0,2.0
9163,9163,F,Y,N,B,180000.0,Working,Secondary / secondary special,Married,House / apartment,39,3208.0,A,N,N,N,B,C,14.0,2.0
9164,9164,F,N,Y,C,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42,897.0,A,N,N,N,B,D,16.0,2.0
9165,9165,F,N,N,A,162000.0,Commercial associate,Higher education,Married,Rented apartment,24,532.0,B,N,N,Y,B,B,16.0,2.0
9166,9166,F,N,Y,A,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,195.0,C,Y,Y,N,B,B,23.0,2.0
9167,9167,F,N,N,A,121500.0,State servant,Higher education,Married,House / apartment,60,5239.0,B,Y,N,N,B,B,20.0,2.0
9168,9168,F,Y,Y,A,360000.0,Pensioner,Higher education,Married,House / apartment,58,0.0,B,N,Y,N,A,B,39.0,1.0
9169,9169,F,N,Y,B,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,51,0.0,B,N,Y,N,A,C,39.0,2.0
9170,9170,F,N,Y,A,337500.0,State servant,Higher education,Married,House / apartment,35,2318.0,A,N,N,N,B,B,32.0,0.0
9171,9171,F,N,Y,A,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,A,N,N,N,A,B,10.0,1.0
9172,9172,F,N,N,C,135000.0,Working,Secondary / secondary special,Married,With parents,30,1670.0,A,N,N,N,B,D,48.0,0.0
9173,9173,M,N,N,B,157500.0,Working,Higher education,Married,House / apartment,33,380.0,B,N,Y,N,A,C,43.0,2.0
9174,9174,M,N,Y,A,112500.0,Working,Secondary / secondary special,Married,House / apartment,43,3304.0,A,N,N,N,B,B,14.0,2.0
9175,9175,F,N,Y,A,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39,2423.0,A,N,N,N,A,B,32.0,2.0
9176,9176,F,N,Y,A,292500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,62,0.0,B,N,Y,N,A,B,21.0,2.0
9177,9177,M,Y,Y,A,184500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,26,3099.0,B,Y,N,N,B,B,16.0,0.0
9178,9178,F,N,Y,A,157500.0,Working,Secondary / secondary special,Separated,House / apartment,49,3505.0,A,N,N,N,A,A,27.0,2.0
9179,9179,F,N,Y,B,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,52,0.0,A,N,N,N,A,C,38.0,2.0
9180,9180,F,Y,N,B,108000.0,Working,Secondary / secondary special,Married,House / apartment,43,95.0,B,N,N,Y,B,C,22.0,2.0
9181,9181,F,Y,N,A,315000.0,Working,Higher education,Married,House / apartment,37,3504.0,C,N,Y,Y,B,B,12.0,2.0
9182,9182,F,N,Y,A,112500.0,Working,Secondary / secondary special,Separated,House / apartment,53,2104.0,B,Y,N,N,C,A,21.0,2.0
9183,9183,F,N,N,A,112500.0,Working,Higher education,Single / not married,With parents,30,157.0,C,Y,Y,N,B,A,28.0,2.0
9184,9184,F,N,Y,C,144000.0,Working,Secondary / secondary special,Married,House / apartment,30,262.0,A,N,N,N,C,D,27.0,0.0
9185,9185,F,Y,Y,A,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50,7048.0,A,N,N,N,B,B,10.0,2.0
9186,9186,F,N,N,A,108000.0,State servant,Secondary / secondary special,Married,Municipal apartment,24,1625.0,B,Y,N,N,C,B,3.0,1.0
9187,9187,F,N,Y,B,270000.0,Working,Higher education,Married,House / apartment,37,2877.0,C,Y,Y,N,D,C,11.0,2.0
9189,9189,M,Y,Y,A,135000.0,Working,Higher education,Married,House / apartment,24,614.0,C,Y,Y,N,B,B,6.0,2.0
9190,9190,M,Y,Y,B,90000.0,Working,Secondary / secondary special,Married,House / apartment,38,2215.0,A,N,N,N,B,C,52.0,2.0
9191,9191,F,N,N,B,202500.0,State servant,Higher education,Separated,House / apartment,36,3841.0,A,N,N,N,B,B,53.0,2.0
9192,9192,F,N,N,A,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,56,0.0,A,N,N,N,A,A,6.0,1.0
9193,9193,F,Y,Y,B,315000.0,State servant,Higher education,Married,House / apartment,37,2080.0,A,N,N,N,B,C,16.0,1.0
9194,9194,F,N,N,A,135000.0,Working,Incomplete higher,Married,House / apartment,29,2004.0,B,N,Y,N,B,B,2.0,1.0
9195,9195,F,N,N,A,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,37,439.0,A,N,N,N,A,B,30.0,2.0
9196,9196,F,N,N,D,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30,2893.0,A,N,N,N,B,D,7.0,0.0
9197,9197,F,Y,Y,B,355500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,288.0,A,N,N,N,B,C,36.0,0.0
9198,9198,F,N,Y,A,112500.0,Working,Incomplete higher,Single / not married,Rented apartment,22,1598.0,A,N,N,N,B,A,7.0,0.0
9199,9199,M,Y,Y,A,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,A,N,N,N,A,B,34.0,2.0
9200,9200,M,Y,N,A,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,36,1404.0,C,Y,Y,N,B,A,3.0,2.0
9201,9201,M,Y,Y,B,193500.0,Working,Secondary / secondary special,Married,House / apartment,28,2250.0,B,Y,N,N,B,C,26.0,1.0
9202,9202,M,N,Y,B,112500.0,Working,Secondary / secondary special,Married,House / apartment,29,2806.0,A,N,N,N,D,C,32.0,0.0
9203,9203,F,N,Y,A,180000.0,Commercial associate,Higher education,Married,House / apartment,60,523.0,A,N,N,N,A,B,30.0,2.0
9204,9204,F,Y,Y,C,112500.0,Working,Secondary / secondary special,Married,House / apartment,27,644.0,B,Y,N,N,B,D,7.0,2.0
9205,9205,F,N,N,A,90000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,21,900.0,A,N,N,N,B,A,13.0,1.0
9206,9206,F,N,Y,A,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51,3549.0,B,N,Y,N,B,B,37.0,1.0
9207,9207,F,N,Y,A,112500.0,Working,Higher education,Married,With parents,25,825.0,A,N,N,N,B,B,13.0,2.0
9208,9208,F,N,N,B,112500.0,Working,Secondary / secondary special,Married,House / apartment,32,2805.0,A,N,N,N,B,C,5.0,1.0
9209,9209,F,N,Y,A,99000.0,Working,Secondary / secondary special,Married,House / apartment,60,3505.0,B,Y,N,N,A,B,4.0,2.0
9210,9210,F,N,Y,A,337500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,56,0.0,A,N,N,N,A,A,13.0,0.0
9211,9211,F,N,Y,A,90000.0,Working,Secondary / secondary special,Married,House / apartment,52,1552.0,C,Y,Y,N,A,B,33.0,2.0
9212,9212,M,N,N,A,225000.0,Working,Secondary / secondary special,Married,House / apartment,52,5064.0,B,N,Y,N,B,B,48.0,2.0
9213,9213,F,N,Y,C,112500.0,Working,Secondary / secondary special,Married,House / apartment,40,1261.0,B,Y,N,N,B,D,3.0,1.0
9214,9214,F,N,N,A,112500.0,Working,Secondary / secondary special,Married,House / apartment,52,2835.0,A,N,N,N,A,B,44.0,2.0
9215,9215,M,Y,Y,B,292500.0,Commercial associate,Higher education,Married,House / apartment,34,3322.0,A,N,N,N,A,C,42.0,2.0
9216,9216,M,N,N,B,360000.0,Working,Higher education,Married,House / apartment,30,469.0,C,Y,Y,N,D,C,8.0,0.0
9217,9217,F,N,Y,A,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44,3505.0,A,N,N,N,C,B,24.0,0.0
9218,9218,F,N,Y,A,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,65,0.0,B,N,Y,N,A,A,31.0,2.0
9219,9219,F,Y,Y,B,112500.0,Working,Secondary / secondary special,Married,House / apartment,48,2439.0,A,N,N,N,A,C,43.0,1.0
9221,9221,F,N,Y,A,144000.0,Working,Higher education,Single / not married,House / apartment,36,4943.0,A,N,N,N,A,A,38.0,1.0
9222,9222,F,N,Y,B,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,32,138.0,A,N,N,N,B,B,17.0,2.0
9224,9224,M,Y,Y,C,148500.0,Working,Higher education,Married,House / apartment,44,1498.0,C,Y,Y,N,B,D,3.0,1.0
9225,9225,M,Y,Y,A,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,1141.0,A,N,N,N,B,B,43.0,2.0
9226,9226,F,N,N,C,90000.0,Working,Secondary / secondary special,Married,House / apartment,32,96.0,B,Y,N,N,A,D,8.0,0.0
9227,9227,F,Y,Y,A,90000.0,Working,Secondary / secondary special,Married,House / apartment,36,5345.0,A,N,N,N,B,B,8.0,2.0
9228,9228,F,N,N,A,112500.0,Working,Secondary / secondary special,Separated,House / apartment,37,349.0,C,Y,Y,N,A,A,20.0,2.0
9229,9229,M,N,N,D,225000.0,Commercial associate,Higher education,Married,House / apartment,33,3702.0,A,N,N,N,B,D,8.0,2.0
9230,9230,M,N,Y,A,157500.0,Commercial associate,Higher education,Married,House / apartment,42,1200.0,C,Y,Y,N,A,B,47.0,2.0
9231,9231,F,N,Y,B,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39,2987.0,A,N,N,N,B,C,13.0,2.0
9232,9232,F,Y,Y,B,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,46,127.0,A,N,N,N,B,C,60.0,2.0
9233,9233,M,N,Y,A,166500.0,Working,Secondary / secondary special,Married,House / apartment,51,6276.0,C,Y,Y,N,B,B,44.0,2.0
9234,9234,F,Y,N,B,157500.0,Working,Higher education,Married,House / apartment,26,257.0,A,N,N,N,B,C,47.0,0.0
9235,9235,M,N,Y,A,157500.0,Working,Secondary / secondary special,Married,House / apartment,46,3505.0,B,N,N,Y,B,B,2.0,1.0
9236,9236,F,Y,Y,B,157500.0,Working,Higher education,Separated,House / apartment,26,2109.0,B,N,N,Y,C,B,14.0,2.0
9237,9237,F,N,Y,A,180000.0,Pensioner,Higher education,Widow,House / apartment,61,0.0,A,N,N,N,A,A,35.0,2.0
9238,9238,F,N,Y,A,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0.0,A,N,N,N,A,B,39.0,2.0
9239,9239,F,Y,Y,A,292500.0,Commercial associate,Higher education,Widow,House / apartment,52,5744.0,C,N,Y,Y,A,A,17.0,2.0
9240,9240,F,N,N,A,202500.0,Working,Secondary / secondary special,Married,Office apartment,54,2099.0,A,N,N,N,C,B,6.0,2.0
9241,9241,F,Y,Y,A,135000.0,Commercial associate,Higher education,Married,House / apartment,46,1371.0,A,N,N,N,D,B,17.0,2.0
9242,9242,F,N,Y,A,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,62,0.0,B,N,Y,N,A,A,11.0,2.0
9243,9243,M,Y,Y,A,135000.0,Working,Secondary / secondary special,Married,House / apartment,27,2036.0,A,N,N,N,A,B,40.0,0.0
9244,9244,M,Y,Y,A,259500.0,State servant,Secondary / secondary special,Married,House / apartment,40,3117.0,A,N,N,N,B,B,57.0,1.0
9245,9245,M,Y,N,A,202500.0,Working,Secondary / secondary special,Married,House / apartment,53,2166.0,A,N,N,N,B,B,17.0,2.0
9246,9246,M,Y,Y,B,360000.0,Commercial associate,Higher education,Married,House / apartment,41,2403.0,B,N,Y,N,D,C,21.0,2.0
9247,9247,M,N,Y,A,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,63,659.0,B,Y,N,N,B,B,54.0,2.0
9248,9248,M,N,Y,A,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,45,1292.0,C,Y,Y,N,B,A,37.0,2.0
9249,9249,F,N,N,C,112500.0,Working,Secondary / secondary special,Married,House / apartment,35,224.0,B,Y,N,N,B,D,9.0,2.0
9250,9250,M,Y,N,A,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,40,586.0,B,Y,N,N,B,B,47.0,1.0
9251,9251,F,N,Y,A,67500.0,Working,Secondary / secondary special,Married,House / apartment,37,808.0,A,N,N,N,B,B,11.0,2.0
9252,9252,F,N,N,A,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,29,512.0,B,Y,N,N,B,A,48.0,0.0
9253,9253,M,N,N,B,130500.0,Working,Incomplete higher,Married,Rented apartment,31,1808.0,C,Y,Y,N,A,C,31.0,2.0
9254,9254,F,Y,Y,C,202500.0,Working,Higher education,Married,House / apartment,34,2128.0,A,N,N,N,B,D,40.0,2.0
9255,9255,F,Y,Y,B,259500.0,Working,Secondary / secondary special,Single / not married,House / apartment,35,2330.0,A,N,N,N,B,B,0.0,1.0
9256,9256,F,N,Y,A,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59,0.0,B,N,Y,N,A,B,47.0,2.0
9257,9257,F,Y,Y,B,135000.0,Commercial associate,Higher education,Married,House / apartment,30,2481.0,A,N,N,N,A,C,8.0,2.0
9259,9259,F,N,Y,A,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,430.0,A,N,N,N,A,B,16.0,2.0
9260,9260,F,Y,Y,A,157500.0,Working,Incomplete higher,Married,House / apartment,25,1632.0,C,Y,Y,N,A,B,4.0,1.0
9261,9261,M,Y,Y,A,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,43,2537.0,B,N,Y,N,B,A,51.0,0.0
9262,9262,F,N,Y,C,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,1399.0,A,N,N,N,B,D,4.0,1.0
9263,9263,M,Y,Y,B,270000.0,Commercial associate,Higher education,Married,House / apartment,43,2055.0,B,N,N,Y,D,C,31.0,2.0
9264,9264,F,N,N,A,216000.0,State servant,Higher education,Widow,House / apartment,50,4242.0,B,N,Y,N,B,A,6.0,2.0
9265,9265,F,N,Y,A,157500.0,Working,Secondary / secondary special,Married,House / apartment,57,1776.0,A,N,N,N,B,B,22.0,1.0
9266,9266,F,N,Y,B,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,49,5570.0,D,Y,Y,Y,B,B,3.0,1.0
9267,9267,F,N,Y,A,292500.0,Working,Higher education,Married,House / apartment,51,3505.0,A,N,N,N,B,B,31.0,2.0
9268,9268,F,Y,Y,D,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31,721.0,B,N,Y,N,B,D,34.0,2.0
9269,9269,M,N,Y,A,135000.0,Working,Secondary / secondary special,Married,House / apartment,42,1408.0,C,Y,Y,N,B,B,12.0,0.0
9270,9270,F,Y,N,B,166500.0,State servant,Higher education,Married,House / apartment,39,5819.0,A,N,N,N,C,C,33.0,2.0
9271,9271,M,N,Y,A,253800.0,Commercial associate,Higher education,Married,House / apartment,56,3029.0,B,N,Y,N,D,B,46.0,2.0
9272,9272,F,Y,N,B,135000.0,Working,Higher education,Married,Rented apartment,30,563.0,B,N,N,Y,B,C,13.0,2.0
9273,9273,F,N,Y,A,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34,823.0,B,Y,N,N,B,B,24.0,2.0
9274,9274,F,Y,N,A,270000.0,Working,Higher education,Married,House / apartment,28,565.0,B,N,Y,N,B,B,25.0,2.0
9275,9275,F,Y,N,A,247500.0,Working,Higher education,Married,House / apartment,43,1801.0,B,Y,N,N,B,B,27.0,2.0
9276,9276,F,Y,N,B,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,43,3328.0,A,N,N,N,C,C,39.0,2.0
9277,9277,M,Y,Y,B,144000.0,Working,Secondary / secondary special,Married,House / apartment,32,1222.0,A,N,N,N,B,C,23.0,0.0
9278,9278,F,N,Y,A,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,47,0.0,A,N,N,N,A,B,11.0,2.0
9279,9279,F,N,Y,A,270000.0,Working,Secondary / secondary special,Separated,House / apartment,50,2052.0,B,N,N,Y,B,A,33.0,1.0
9280,9280,F,N,Y,A,112500.0,Commercial associate,Higher education,Married,House / apartment,23,121.0,B,N,N,Y,B,B,6.0,2.0
9281,9281,F,N,Y,B,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,32,138.0,A,N,N,N,B,B,55.0,2.0
9282,9282,F,N,Y,A,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,29,1619.0,B,N,N,Y,A,B,40.0,2.0
9284,9284,F,N,N,A,126000.0,State servant,Secondary / secondary special,Married,House / apartment,49,3666.0,B,Y,N,N,C,B,49.0,2.0
9285,9285,M,N,Y,A,259500.0,Working,Secondary / secondary special,Separated,House / apartment,48,1526.0,A,N,N,N,B,A,22.0,1.0
9286,9286,M,Y,Y,A,225000.0,Working,Secondary / secondary special,Married,House / apartment,47,3505.0,B,Y,N,N,D,B,21.0,2.0
9288,9288,M,Y,Y,B,202500.0,Working,Secondary / secondary special,Married,House / apartment,50,3883.0,A,N,N,N,B,C,10.0,2.0
9289,9289,M,N,Y,A,259500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,64,2087.0,A,N,N,N,B,B,4.0,0.0
9290,9290,M,Y,Y,A,180000.0,Working,Secondary / secondary special,Single / not married,With parents,22,857.0,A,N,N,N,B,A,2.0,1.0
